PMAID,the_geom,RESERVED1,GIS_AREA,GIS_LENGTH,GIS_EDT_DT,BALLFIELD_,NAME,SPORT_TYPE,FIELD_SURF,FIELD_LIGH,FIELD_ID,OVERLAPPIN,PARK_NAME,FACILITY_I,FACILITY_N,RESERVED2,RESERVED3,NOTES,LINK_1,LINK_2,LINK_3,AMWOID,SHAPE_AREA,SHAPE_LEN
397N,"MULTIPOLYGON (((-122.30467070318504 47.59515887690695, -122.3046499535985 47.595158966265736, -122.30464133963734 47.59516893729447, -122.30463507681056 47.595179680926805, -122.30463131191934 47.59519094533359, -122.30463013321386 47.595202466478646, -122.30463116180876 47.595312202787234, -122.30457536600429 47.5953168753209, -122.30451922557897 47.59531892037284, -122.30443442881048 47.595317012884415, -122.30435039133828 47.59530912019685, -122.3042680339021 47.595295328784864, -122.30418825883305 47.59527578975126, -122.30411194016646 47.59525071717136, -122.30403991406504 47.59522038574726, -122.30397180117433 47.59518444175539, -122.3039097304205 47.59514379845204, -122.30385440684388 47.59509891750019, -122.3038064588394 47.59505030869663, -122.30376643101934 47.594998524180795, -122.30373477802758 47.59494415216289, -122.30371126528527 47.594885956322706, -122.30369734694484 47.59482636538316, -122.30369319148265 47.59476610081234, -122.304011355997 47.59474116475621, -122.30403760320375 47.594737354750315, -122.3040499861375 47.59473486468447, -122.30412396799382 47.59467646499023, -122.30450601505021 47.59465556569232, -122.30467102766143 47.5947512145797, -122.30467526372418 47.59482537063595, -122.304684743662 47.59499131450131, -122.30468901197959 47.59500595181415, -122.30468951196573 47.5950208673317, -122.30468622884827 47.595035620468636, -122.30467070318504 47.59515887690695)))",,45031.59936556,823.63985995,10/21/2014 12:00:00 AM +0000,801,Judkins,Baseball,Grass,No,2,Yes,Judkins Park and Playfield,639,Ballfield 02,,,,,,,ATHLFLD-JKPK-U,0,0
3102,"MULTIPOLYGON (((-122.31843548787798 47.616041289015755, -122.3184689425565 47.61598017734779, -122.3185094475141 47.61592104835851, -122.31855674845555 47.61586427323268, -122.3186105484265 47.615810208377376, -122.31867050967782 47.61575919318482, -122.31874584170673 47.61570520106441, -122.31882806610434 47.61565602124175, -122.31891651312465 47.61561205429231, -122.31901046234337 47.61557365833121, -122.31910914852558 47.61554114609643, -122.31921176785825 47.61551478240218, -122.31931748449679 47.61549478198194, -122.31942543737235 47.61548130773987, -122.31953474720434 47.61547446942406, -122.31959746911878 47.61547356485389, -122.31966017658335 47.615474848173726, -122.31966578969282 47.61547964352165, -122.31967786135435 47.61601416772877, -122.31974641439311 47.616013273235026, -122.31974825022522 47.61607054688177, -122.31975620092567 47.61633431149865, -122.31974580324565 47.61633440232856, -122.31967377709773 47.61638787099799, -122.3196569236679 47.61638809111756, -122.31958645100707 47.61638901152103, -122.31958644070586 47.61638865091405, -122.31955387363251 47.616389076239386, -122.31955388393348 47.61638943684636, -122.3193339195185 47.616392309333044, -122.31933339503678 47.61637389947528, -122.31918336167111 47.61637542668723, -122.31918288810381 47.61635889094077, -122.3191300336318 47.61635958102733, -122.31889241260859 47.616361239322124, -122.31847414051033 47.61636411052753, -122.3184439735839 47.616364488019656, -122.31843548787798 47.616041289015755)))",,86370.14068833,1187.83154596,10/21/2014 12:00:00 AM +0000,801,Bobby Morris,Baseball,Synthetic,Yes,1,Yes,Cal Anderson Park,722,Ballfield 01,,,,,,,ATHLFLD-CALANDPK,0,0
3703,"MULTIPOLYGON (((-122.4157030718961 47.57579490623614, -122.41570508337975 47.57570054597768, -122.41570934684002 47.57553238220606, -122.41570983194053 47.57548959365759, -122.4157107131772 47.57541171951183, -122.41571083138811 47.575401260593765, -122.41568748009514 47.575401499183435, -122.415689513463 47.57534381824311, -122.41566761367895 47.57534159773933, -122.41565236041323 47.5753280654844, -122.41564749267457 47.575296415945644, -122.41565086024622 47.57525302052153, -122.41565807600755 47.575233361303574, -122.41567117364174 47.57522736384802, -122.41568594514531 47.575225044166245, -122.41568644645068 47.57520960497571, -122.4157755867818 47.57516496283718, -122.41591125599825 47.575164355769, -122.41593750052586 47.57518512725488, -122.41607887267986 47.57518695417379, -122.41607884655626 47.57520113986928, -122.41615858049829 47.575202805354216, -122.41620254040119 47.57520338273273, -122.41621719412711 47.57520357458281, -122.41646493667074 47.57520521300958, -122.41646495714376 47.57520597380975, -122.41649638201686 47.575206256889075, -122.41655570754442 47.57520870823184, -122.41659925252615 47.57520910591091, -122.41660102900708 47.57526845020196, -122.41659331518414 47.57532757670179, -122.41657620142635 47.575385792485754, -122.4165498882656 47.57544241529988, -122.41651468404787 47.57549678155664, -122.41647100132109 47.575548254112114, -122.41641935200106 47.575596229733165, -122.4163603413731 47.575640146167444, -122.41629466099906 47.575679488733016, -122.41622308061255 47.57571379635065, -122.41614643909827 47.57574266694792, -122.4160656346601 47.57576576217154, -122.41598161429422 47.57578281135324, -122.41589536268971 47.57579361468207, -122.41580789068742 47.57579804554637, -122.41575540611966 47.57579762517711, -122.4157030718961 47.57579490623614)))",,40828.89623218,820.73134182,10/21/2014 12:00:00 AM +0000,801,Bar-S,Baseball,Grass,No,2,No,Bar-S Playground,896,Ballfield 02,,,,,,,ATHLFLD-BARSPG-2,0,0
330,"MULTIPOLYGON (((-122.36075651061584 47.63543933682766, -122.36052796325241 47.63540535514564, -122.36044509315694 47.63539339706435, -122.36036299890831 47.63537920321789, -122.36029345077043 47.635350670658326, -122.36022848084683 47.635317572949056, -122.36016874264214 47.63528024301057, -122.36011483703301 47.63523905633335, -122.36006730622387 47.635194427200695, -122.36002662829344 47.635146804521376, -122.35999321238637 47.63509666731391, -122.35996739459823 47.635044519888055, -122.3599677718991 47.634996220519994, -122.35997740915109 47.63494836174389, -122.35997946361299 47.63493937811351, -122.35998354352994 47.63493071617544, -122.35998955125334 47.63492258324225, -122.35999734299507 47.63491517396536, -122.36002982469364 47.634892260656095, -122.36006664312247 47.634872570145006, -122.360107104393 47.6348564735216, -122.36015044596554 47.634844274144264, -122.3602152068312 47.634825795624124, -122.36022226184136 47.63482582784429, -122.36022227342593 47.634824635700944, -122.36028667313992 47.634824639146856, -122.36035512898627 47.63482462143437, -122.36040944980401 47.63482463945748, -122.3604258768347 47.634824742962074, -122.36042595277225 47.63481926059764, -122.36043482619094 47.634819258516146, -122.36045473202803 47.634819215493295, -122.3604547294302 47.634819172346695, -122.36045512738757 47.63481917240591, -122.3604721438181 47.634819178035904, -122.36070189833158 47.63481925695143, -122.36070188042486 47.63482104922212, -122.36070178909334 47.63482196117677, -122.36070186213846 47.634822873884005, -122.36071431781221 47.63483186753483, -122.36071589583776 47.634832802652035, -122.36072259943039 47.63483283325885, -122.36074995161215 47.63483295926159, -122.36081180417074 47.634833243979955, -122.36087492856471 47.63487316117403, -122.36087425679906 47.63491232677465, -122.3608408210777 47.634934869930994, -122.36083771394814 47.63512844192044, -122.36083697360763 47.635183355278535, -122.36083585547132 47.63526614553737, -122.36083423167332 47.63534898486263, -122.3608339030557 47.635373324722075, -122.36083311352914 47.63543177512103, -122.36083303082322 47.63543797726793, -122.3608281356149 47.63544246725064, -122.36079042947247 47.63544438016983, -122.36075651061584 47.63543933682766)))",,39832.24858766,775.31591141,10/21/2014 12:00:00 AM +0000,801,Queen Anne,Baseball,Grass,Yes,3,No,West Queen Anne Playfield,1291,Ballfield 03,,,,,,,ATHLFLD-WQAPF-3,0,0
330,"MULTIPOLYGON (((-122.3588827154516 47.63590889636377, -122.3588826495946 47.63591686062256, -122.35887270669114 47.6359167995454, -122.35886186921752 47.63591673336217, -122.35878585379416 47.63591626850401, -122.35878587163154 47.63597087658585, -122.35843075446662 47.635964933567614, -122.35842206897507 47.63596545025028, -122.35841647964894 47.635879964722356, -122.35840662479423 47.63584586826145, -122.35840886875644 47.63568033097649, -122.35840946300226 47.63560024035478, -122.35842326834351 47.63560021104503, -122.35843988183518 47.63560017470064, -122.35844089512209 47.63532699629507, -122.35845366627721 47.63532642397488, -122.35850812942273 47.63532551440382, -122.35858375956686 47.63532835928249, -122.3586586674212 47.63533595983653, -122.35873976342465 47.63534979746692, -122.35881832035679 47.63536920561751, -122.35889350309952 47.63539397796612, -122.3589645124016 47.63542385116515, -122.35903059337483 47.63545850764073, -122.3590910435186 47.63549757896873, -122.35914522018817 47.63554064979091, -122.35919254742629 47.63558726223023, -122.35923252208656 47.63563692075823, -122.35926471918283 47.63568909746253, -122.35927802602235 47.63571648774863, -122.35929731240374 47.63576948010874, -122.35930870956112 47.63582350583109, -122.3593121045671 47.63587802972491, -122.35931087022459 47.635904322176515, -122.35931030779044 47.63591051095867, -122.3588827154516 47.63590889636377)))",,40042.82738416,824.84773289,10/21/2014 12:00:00 AM +0000,801,Queen Anne,Baseball,Grass,Yes,2,Yes,West Queen Anne Playfield,1937,Ballfield 02,,,,,,,ATHLFLD-WQAPF-E,0,0
414,"MULTIPOLYGON (((-122.26960641483727 47.55837504038871, -122.26963442236222 47.55837487542745, -122.27005849501553 47.558372380719206, -122.27010076277521 47.5583721325648, -122.27009847397123 47.55833338537244, -122.27022382054695 47.558332783373494, -122.27022343846546 47.558324569507576, -122.27048051813807 47.558323348224306, -122.27048444021196 47.55832518868718, -122.2705365236537 47.55835138040221, -122.2705437836269 47.55835503362568, -122.27054382543125 47.558361124252116, -122.27054559220393 47.55861540201248, -122.27053836930229 47.5586155500067, -122.2704963801111 47.55861641282101, -122.27049479462512 47.55864415567198, -122.27049488974968 47.55865901847056, -122.27049489946567 47.55867382027695, -122.27049665490921 47.55869818699214, -122.27049960638145 47.55871300055964, -122.27050573412104 47.55872736120671, -122.27050822043667 47.55874377796016, -122.2705077543919 47.55875373653767, -122.27050581207203 47.55876361298321, -122.27049941340917 47.55877862202922, -122.27049630984492 47.55879410163076, -122.2704950100568 47.5588138479718, -122.27049500659561 47.55881545649066, -122.27049507112707 47.55881986638704, -122.2704963790356 47.55883677932203, -122.2704987708334 47.558851106618356, -122.27050352665577 47.558865161125524, -122.27050569192282 47.558872160866194, -122.2705065491896 47.55887928882841, -122.27050598943569 47.55888701323921, -122.27050389462006 47.558894615830766, -122.27050030307788 47.55890195747314, -122.27049528053497 47.55890890381177, -122.27049444869512 47.55895822920358, -122.27046079445016 47.55896000046872, -122.27042963982332 47.558960800946984, -122.27034683153936 47.558958979147945, -122.27026473138204 47.55895144092471, -122.27018419832898 47.55893826514638, -122.2701060749603 47.558919589665315, -122.27003117864237 47.558895609874604, -122.26996029297553 47.558866576663625, -122.26989415959504 47.55883279379289, -122.2698321712709 47.558793707134235, -122.26977655298835 47.55875045174405, -122.26972791311867 47.558703500777085, -122.26968678369458 47.55865336781136, -122.26965361459105 47.55860060122994, -122.26962876860499 47.558545778222204, -122.26961251748779 47.55848949847001, -122.26960503897375 47.5584323775878, -122.26960641483727 47.55837504038871)))",,41509.38444302,833.92130652,10/21/2014 12:00:00 AM +0000,801,Lakewood,Baseball,Grass,No,1,Yes,Lakewood Playground,961,Ballfield 01,,,,,,,ATHLFLD-LKWPG,0,0
241,"MULTIPOLYGON (((-122.34870156235644 47.65652456391014, -122.34870274169315 47.65643031314209, -122.34867838714496 47.65643090707881, -122.34868031991132 47.65627648664841, -122.3487067204512 47.65627669942539, -122.34873509471603 47.65627692731578, -122.34873448192742 47.65626558868499, -122.34873643575213 47.65621239032131, -122.34875079033303 47.65614847542108, -122.34875533668419 47.656130133945105, -122.34877004625498 47.65607986050678, -122.34879184103265 47.65602026917368, -122.34881813320085 47.65596151201719, -122.34882036724046 47.655961550659406, -122.34884279031812 47.65596216987734, -122.34891501528743 47.65596703912205, -122.34891498613995 47.6559656739014, -122.34891667511778 47.65596720325275, -122.34899980229918 47.65597850118533, -122.34908073096719 47.65599559771149, -122.34915857762817 47.656018306189914, -122.34923249243153 47.65604637871389, -122.34930166844686 47.65607950881738, -122.34936535047268 47.65611733482038, -122.34942284328089 47.656159443777135, -122.34947351920641 47.65620537598391, -122.34951682499974 47.65625462999724, -122.3495168540781 47.65625466829338, -122.34952260357963 47.656262204254084, -122.34952264925926 47.65626226391986, -122.34952629376197 47.6562672010417, -122.34952661401776 47.65626763578803, -122.34952915892498 47.6562711652646, -122.34956044936865 47.65632109499875, -122.34958428780926 47.65637286865958, -122.34960044110548 47.65642597994642, -122.34960875126811 47.65647990947627, -122.34960913700618 47.65653412986281, -122.3496089872831 47.656536300817066, -122.3496089244067 47.65653715808334, -122.34914046894555 47.65654431160233, -122.3491406635484 47.65656349860116, -122.34914081568168 47.65657858034347, -122.34891863336924 47.656578301383455, -122.34891865320242 47.656565964763175, -122.34882690893735 47.65656584970462, -122.3487771412815 47.65656576256835, -122.34876471266581 47.656565751624136, -122.34870156235644 47.65652456391014)))",,38392.53416062,794.54511432,10/21/2014 12:00:00 AM +0000,801,B.F. Day,Baseball,Grass,No,1,Yes,B.F. Day Playground,696,Ballfield,,,,,,,ATHLFLD-DAYPG,0,0
463,"MULTIPOLYGON (((-122.34813596610616 47.54090356995517, -122.34813417890561 47.5408948315579, -122.34810889660496 47.54089579290823, -122.34810270209444 47.54083855130306, -122.34812885686105 47.54083757742384, -122.34811415357672 47.540671687047464, -122.34813523858699 47.54064987736113, -122.34837004059148 47.54063772669359, -122.34837015620161 47.54063745346939, -122.34836876830515 47.54061974061903, -122.34845333231057 47.540616248956916, -122.34845447952607 47.540630572578365, -122.34851046977076 47.54062792335263, -122.34895030390945 47.54060711350419, -122.34895661797889 47.54066671653202, -122.34895331577879 47.540726430860325, -122.34894043649882 47.54078554722026, -122.34891813308352 47.54084336344308, -122.34888667041716 47.54089919280044, -122.34884642217881 47.54095237216137, -122.3488250665789 47.54097578959922, -122.34877790344711 47.54101978394481, -122.34872453810065 47.54106039948582, -122.34866549515291 47.5410972369366, -122.34860135503668 47.54112993415255, -122.34853274829806 47.54115816969057, -122.34846034939756 47.54118166596944, -122.34838381627343 47.54120041057349, -122.34830489087007 47.54121385833123, -122.3482243705205 47.541221873388295, -122.3481708277965 47.54122414438644, -122.3481650741792 47.54117124113245, -122.34815293370966 47.54105960098478, -122.34813919747155 47.54093328424712, -122.34813918461964 47.540933162071184, -122.34813596610616 47.54090356995517)))",,35558.59051442,771.41526043,10/21/2014 12:00:00 AM +0000,801,Riverview,Baseball,Grass,No,,Yes,Riverview Playfield,,,,,,,,,ATHLFLD-RVPF-N,0,0
398,"MULTIPOLYGON (((-122.2588518533088 47.67769172148514, -122.25884467522637 47.67767337240845, -122.25883833381228 47.677654883322575, -122.258832833529 47.677636271263985, -122.25882818155151 47.677617555034445, -122.2588243823176 47.677598750771146, -122.25882143765119 47.67757987644305, -122.25881935070808 47.6775609500026, -122.25881812464355 47.67754198940211, -122.25881775992548 47.67752301172794, -122.25881825707091 47.67750403586505, -122.25881961521603 47.67748507891632, -122.25882183354636 47.67746615978334, -122.25882490984179 47.677447294686445, -122.25882884062493 47.677428502560375, -122.25883362372498 47.677409801424076, -122.25883925290269 47.67739120664848, -122.25884572337357 47.67737273808423, -122.25885302892317 47.67735441200156, -122.25886116469299 47.67733624555333, -122.25887011919171 47.67731825687485, -122.25887988751177 47.67730046132041, -122.2588904594933 47.677282877008665, -122.25890182357111 47.677265519377116, -122.25891397086762 47.67724840472921, -122.2589268898918 47.67723155120022, -122.2589405676729 47.67721497154651, -122.2589549913883 47.67719868391996, -122.25897014809208 47.67718270197614, -122.2589860235809 47.677167042085074, -122.25900260224587 47.67715171793566, -122.25901986717123 47.677136744132646, -122.25903780541144 47.677122134331505, -122.259056398744 47.677107904053095, -122.25907562884778 47.67709406522091, -122.25909547875813 47.67708063064121, -122.25911592884717 47.67706761315359, -122.25913695948721 47.677055025597525, -122.25915855235745 47.67704287989671, -122.25918068642471 47.677031186209454, -122.2592033407299 47.67701995739207, -122.25922649419071 47.67700920180436, -122.25925012582347 47.67699893140333, -122.25927421188285 47.67698915458221, -122.2592987300044 47.67697988151599, -122.25932365913074 47.67697112146395, -122.25934897277959 47.676962880154775, -122.25937464858664 47.67695516776366, -122.2594006640891 47.6769479908686, -122.25942699147323 47.676941355215064, -122.25945360830103 47.67693526828045, -122.25948048942188 47.67692973577686, -122.2595076083045 47.676924761634666, -122.25953494112997 47.6769203515493, -122.25956246006011 47.67691651036713, -122.25979547423407 47.677267482857566, -122.25978650595292 47.677270642049535, -122.25980399835653 47.67731569129879, -122.25982188393279 47.677312561695764, -122.2598640170335 47.67741864635003, -122.2598951239745 47.677412985276426, -122.25994204027369 47.67753104382654, -122.25989850905121 47.677581958704714, -122.25984649513066 47.67764276100966, -122.25967160843201 47.67767433110137, -122.25966327148316 47.677653274421914, -122.25950624816669 47.677681682571524, -122.25950150861136 47.67766973417571, -122.25943422671716 47.67768190756941, -122.25943526775549 47.67768877819865, -122.25886869228249 47.67772793068222, -122.25885986226531 47.67770991353279, -122.2588518533088 47.67769172148514)))",,56922.88350537,948.74532534,11/12/2014 12:00:00 AM +0000,801,Magnuson,Baseball,Grass and Synthetic,Yes,9,No,Warren G. Magnuson Park,2156,Mickey Merriam 09,,,,,,,ATHLFLD-MGSPK-9,0,0
4486,"MULTIPOLYGON (((-122.2936788313508 47.62730591478134, -122.29354550236029 47.62701662131113, -122.29344499615662 47.62679854529857, -122.29343442512209 47.626775608895294, -122.29348037597123 47.626711307700816, -122.2935344045386 47.626649943530616, -122.2935961034786 47.626591979005184, -122.29366500762377 47.62653785111378, -122.29374059749212 47.62648796792035, -122.2938223032037 47.62644270548736, -122.29390950877703 47.62640240504116, -122.29400155677281 47.62636737039964, -122.29409775324997 47.62633786568221, -122.29419737299683 47.62631411331881, -122.29429966499785 47.62629629237329, -122.29432935690322 47.626292300271665, -122.2944007537402 47.62648247300968, -122.29445192806821 47.626618779136194, -122.29446099402288 47.62661749058181, -122.29451000850376 47.62661052460983, -122.29453021690236 47.626662541778536, -122.29448241747359 47.62667107635467, -122.29447211220187 47.6266725400486, -122.2945325540878 47.62683352731814, -122.29453851204465 47.6268327320542, -122.294591041236 47.62682572093007, -122.29461795465475 47.626907746288175, -122.29462073288494 47.62691621362964, -122.29462583673524 47.62693176874076, -122.29464357729445 47.626985838073466, -122.29467840453411 47.6270994501899, -122.29468050316154 47.627122141716825, -122.29468069806553 47.627124247874335, -122.29467889788661 47.627135411622355, -122.2946743498036 47.62714621241973, -122.29466718301559 47.62715634344007, -122.29465760111368 47.627165516883636, -122.29464587629724 47.62717347215319, -122.29463234164167 47.627179983257065, -122.29461738163633 47.627184865229026, -122.294601421262 47.62718797938285, -122.29437658628338 47.627225640450526, -122.29420403427886 47.62725438794043, -122.29419332021368 47.62722499971651, -122.29419024775453 47.627216573025144, -122.2936788313508 47.62730591478134)))",,76053.03435341,1133.30210822,11/12/2014 12:00:00 AM +0000,801,Washington Park,Baseball,Synthetic,Yes,2,Yes,Washington Park,1834,Ballfield 02,,,,,,,ATHLFLD-WAPK,0,0
248,"MULTIPOLYGON (((-122.36102023510799 47.65917685122317, -122.36100577866256 47.65912939046292, -122.36098480046813 47.659083054262865, -122.36131260742746 47.65908067745854, -122.36131570119372 47.659080970276705, -122.3613188251526 47.65908096278788, -122.36132191576517 47.659080655144386, -122.36132491017072 47.65908005360348, -122.36132460552943 47.659060900429374, -122.36141465947894 47.659060247295294, -122.36141496415341 47.65907940046919, -122.36142830505595 47.65907930424135, -122.36145248666979 47.65907912913322, -122.36145197684566 47.65904701798522, -122.36152785520093 47.659046468592614, -122.3615283650455 47.65907857884098, -122.36159756507121 47.65907751357083, -122.36160500785509 47.65908419228598, -122.36163688959104 47.65908567975572, -122.36168090222183 47.65912648845476, -122.36168119712626 47.65914507950207, -122.36168630832111 47.65915180299412, -122.3616862172403 47.6591869314126, -122.36173374685833 47.659186666937515, -122.36173437258823 47.6592379319949, -122.36168684294975 47.65923819736949, -122.36168715693259 47.6592639139968, -122.361715506936 47.659263708986686, -122.36171624505536 47.65932423225419, -122.36171180247756 47.6593294306718, -122.36170630843272 47.65933414816525, -122.36169987513017 47.6593382883852, -122.36169263396258 47.65934176677235, -122.36168473282241 47.65934451228459, -122.36168750369804 47.65957101209503, -122.3616485165686 47.65957134543867, -122.36155461121318 47.659572149380836, -122.3615000417118 47.65957306779267, -122.36139210964986 47.659571024019556, -122.3612846568578 47.65956386218781, -122.36128037233074 47.659562660090714, -122.36127594405387 47.6595617255431, -122.36123591836453 47.65956201600266, -122.36117794682893 47.65955793777422, -122.3611209043534 47.65954985055929, -122.36107305186036 47.659522160685675, -122.36102852310928 47.65949204632527, -122.36102849251006 47.659481625618426, -122.36102848298407 47.659478401533086, -122.36102781264078 47.65924969560626, -122.36102766124152 47.65925070610323, -122.36102780389251 47.659246815162675, -122.36102780172523 47.65923183393584, -122.36102550132077 47.659204249433124, -122.36102023510799 47.65917685122317)))",,29288.7713809,736.88108674,10/21/2014 12:00:00 AM +0000,801,Ross,Baseball,Grass,No,L,No,Ross Playground,712,Lower Ballfield,,,,,,,ATHLFLD-ROSPG-L,0,0
307,"MULTIPOLYGON (((-122.32898820062688 47.679514227953895, -122.32887821453382 47.67950667524514, -122.32876969586658 47.679492417717675, -122.32866353893859 47.67947157286948, -122.32856061859718 47.67944431248514, -122.32846178301314 47.67941086122011, -122.32836784668997 47.679371494748985, -122.32827958375103 47.67932653749341, -122.32819772155959 47.67927635994809, -122.32812293472429 47.679221375627286, -122.32805583953994 47.67916203765662, -122.3280006110211 47.67910311756261, -122.32795297180193 47.67904124967137, -122.32791326433777 47.67897687875711, -122.32788177405845 47.67891046758692, -122.32785872731714 47.67884249359358, -122.3278442897638 47.67877344544319, -122.32783856515543 47.6787038195221, -122.32784159461099 47.67863411636816, -122.32784634346422 47.67857881474861, -122.32862225664526 47.67861862369667, -122.32862430006014 47.678596079768404, -122.32891050825164 47.678621740344774, -122.32891595716626 47.678592422662646, -122.32899437869324 47.67860006453678, -122.32899169275522 47.67861943950338, -122.32910726113418 47.67862798805392, -122.3291623888012 47.678666724596376, -122.32916409275559 47.67870953871861, -122.32918817982079 47.67872779213522, -122.32918769157051 47.678746971827394, -122.32918623534971 47.67880411316632, -122.32914810359799 47.67880379334071, -122.32914284607048 47.678995293812704, -122.32912860341452 47.67951406259293, -122.3290799448703 47.67951535898421, -122.32898820062688 47.679514227953895)))",,87636.36052328,1208.3793859,10/21/2014 12:00:00 AM +0000,801,Green Lake,Baseball,Grass,No,1,Yes,Green Lake Park,691,Green Lake Ballfield 01,,,,,,,ATHLFLD-GLKPK,0,0
444,"MULTIPOLYGON (((-122.28002943339655 47.68118116556624, -122.28002865003555 47.68113982207791, -122.27999237469295 47.681113821089326, -122.2799295928646 47.68111451651338, -122.27992749870015 47.68102833321452, -122.27992622148395 47.68097580234881, -122.27995869364375 47.68097544226286, -122.27995662015115 47.68089014660031, -122.27998503325026 47.68088983174285, -122.27997145366078 47.6805599035477, -122.27998296952849 47.680559372312835, -122.28000666817599 47.68055862792469, -122.28009841274715 47.680560156542654, -122.28018931580525 47.680568667334846, -122.2802782159584 47.68058405156609, -122.28036397740176 47.68060611268499, -122.2804455044276 47.68063456883485, -122.28052175542321 47.680669056454384, -122.28059175617801 47.68070913492235, -122.28065461233 47.68075429218649, -122.28070952079212 47.68080395130521, -122.28075578001331 47.680857477818236, -122.28079279894213 47.68091418785228, -122.28081791427205 47.68096758749651, -122.28083482881239 47.68102243923251, -122.28084336591544 47.68107817029842, -122.28084435079157 47.6810976016144, -122.28084438867333 47.681113977344765, -122.28084356875972 47.68113236466966, -122.28035401919075 47.681138007889075, -122.28035428180529 47.681157197392494, -122.28032493109798 47.68115738121159, -122.28025056008077 47.68115784705461, -122.28022569384605 47.68115800358843, -122.28022674395811 47.6811799295521, -122.28015712240551 47.68118036560959, -122.28014584933328 47.6811804358841, -122.28002943339655 47.68118116556624)))",,38102.44512247,815.19656028,10/21/2014 12:00:00 AM +0000,801,View Ridge,Baseball,Grass,No,2,Yes,View Ridge Playfield,703,Ballfield 02,,,,,,,ATHLFLD-VRPF,0,0
319,"MULTIPOLYGON (((-122.39984949353337 47.64669612778576, -122.39985000587434 47.646683704146724, -122.3997793328858 47.64668411145151, -122.39977305256201 47.64668417625861, -122.39975407797421 47.64667743810009, -122.3997362554156 47.646669390683996, -122.39922871148207 47.64666730073316, -122.39922734014559 47.64663785515897, -122.39923172294382 47.64657837061489, -122.39924562746572 47.64651955824381, -122.39926888961827 47.64646211197961, -122.3992831370981 47.64643550942271, -122.39931520550307 47.64638716162105, -122.39935402952237 47.646341131140396, -122.39940743782302 47.64629087819954, -122.39946888398602 47.64624501128598, -122.3995375856064 47.646204114416314, -122.3996126679028 47.64616870832307, -122.39969317485598 47.64613924382462, -122.39977808138127 47.64611609608565, -122.39986630638006 47.6460995598405, -122.39995672650431 47.64608984564078, -122.40004819045856 47.64608707717476, -122.40007309336926 47.646087532486085, -122.40008325161952 47.64608786681225, -122.40007906246203 47.6464207020576, -122.40009723830835 47.6464335612633, -122.4000991433058 47.64650517829718, -122.40011690500003 47.6465049986709, -122.40011911997429 47.64656865517695, -122.4001008354487 47.646568847395095, -122.40010230342142 47.646624016344546, -122.40009303685116 47.64663101066986, -122.40009363380153 47.6466575377245, -122.40006270647858 47.64667908101298, -122.40002342742467 47.64667842316726, -122.4000156712796 47.64668274821498, -122.39993637715345 47.6466832058642, -122.39993665165935 47.64669576351742, -122.39984949353337 47.64669612778576)))",,37024.05669498,784.08883494,10/21/2014 12:00:00 AM +0000,801,Magnolia,Baseball,Grass,No,5,Yes,West Magnolia Playfield,743,Ballfield 05,,,,,,,ATHLFLD-WMGLPF-N,0,0
463,"MULTIPOLYGON (((-122.34885387103579 47.5413761377067, -122.34887666086935 47.541350684206826, -122.34892271280806 47.54130710254173, -122.34897482773214 47.54126677310618, -122.34903250781467 47.54123008113599, -122.3490952020727 47.54119737712031, -122.34916231163028 47.541168973453914, -122.34923319543903 47.54114514145332, -122.34931944484573 47.54112348172786, -122.34940876568523 47.54110858580989, -122.34950000520304 47.54110064594242, -122.34954436221035 47.541099337116485, -122.34955077748229 47.54115634811714, -122.34957858862658 47.54140348559047, -122.34958532300332 47.541435393146955, -122.3496114276078 47.54143391851537, -122.34961913518283 47.541491049011235, -122.34959390253086 47.5414924931178, -122.34959340823416 47.54149285595974, -122.34959348857225 47.541493425242045, -122.34960708102354 47.54165681229977, -122.34957961809596 47.54167479944576, -122.34956963701151 47.54167851397871, -122.34934293024341 47.54168854393752, -122.34934258686434 47.54168884269169, -122.34934391147367 47.541705966233536, -122.349259353274 47.54170994514832, -122.34925801617331 47.541692299997344, -122.3491980325709 47.54169495336754, -122.3490957999608 47.541701110190495, -122.34909569817589 47.54170135624267, -122.34875491713814 47.54172065402254, -122.34875449881181 47.54171851312648, -122.34875434071962 47.54171769118999, -122.34874786200876 47.54165883806813, -122.34875076251426 47.5415998543621, -122.34876300860093 47.541541423421634, -122.34878445836236 47.54148422219019, -122.3488148632664 47.541428913362395, -122.34885387103579 47.5413761377067)))",,36448.97951421,781.31431484,10/21/2014 12:00:00 AM +0000,801,Riverview,Baseball,Grass,No,,Yes,Riverview Playfield,,,,,,,,,ATHLFLD-RVPF-N,0,0
