Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building,Length of Lease (Date), Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Organization Mission,Funded by A&C,Funded by 4Culture,"Stability Index (5=very stable, 1=very uncertain)","Control Index (5=very in control, 1 = very out of control) ",Constituency over 50% one race,Specific Demographics and Community,Organization Leadership,Organization Artists,Closed Date,Closed?,Address,Location
Underwood Stables,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,4306 Fremont Ave N Seattle WA 98103,"(47.659514, -122.35003)"
Unicorn,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1118 E Pike St Seattle WA 98122,"(47.614125, -122.317716)"
Unified Outreach Youth Arts,(206) 371-1139,www.unifiedoutreach.com,4480,West Seattle,Y,Performance,2003,R,1950,2017,1999,1,0,0,Y,100,Partial,20,N,N,N,,N,,4,,,,,,,0,4401 42nd Ave SW Seattle WA 98116,"(47.56452925, -122.3858692)"
Union Cultural Center,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,803 South King St Seattle WA 98104,"(47.5982213, -122.322122)"
Unique Art Framing & Gallery,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,3429 Airport Way South Seattle WA 98134,"(47.572744, -122.322579)"
University Book Store,(206) 685-9920,www.ubookstore.com,90000,University District,N,Literary,1924,O,1920,,1900,3,,,N,,Y,94,Y,N,Y,,N,,5,,,,,,,0,4326 University Way NE Seattle WA 98105,"(47.6604253, -122.3128269)"
University Heights Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,5031 University Way NE Seattle WA 98105,"(47.665829, -122.313675)"
"University of Washington 3D4M School of Art, Ceramic Metal Arts Building",(206) 543-0970,www.washington.edu,40000,University District and Laurelhurst/Sand Point,Government,Visual,,Other,1965,,,,,,Y,800,Y,,N,N,N,,N,,5,,,,,,,,4205 Mary Gates Memorial Dr NE Seattle WA 98105,"(47.6598273, -122.2922528)"
University of Washington Art Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,101 Art Building University of Washington Seattle WA 98195,"(47.65818, -122.306292)"
University of Washington Built Environment Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,3549 15th Avenue NE Seattle WA 98105,"(47.66853, -122.31189)"
University of Washington Communications Building,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Seattle WA 98105,"(47.657048, -122.305271)"
University of Washington D Center,(206) 685-0949,www.depts.washington.edu/dcenter/wordpress/,450,University District,Other,Arts/Cultural Administration or Advocacy,2013,Other,1999,,2013,0,0,0,N,0,Y,,N,Y,N,,N,,4,,,,,,,0,Mary Gates Hall University of Washington. Seattle WA 98195,"(47.656761, -122.312027)"
University of Washington Department of Architecture,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Gould Hall Seattle WA 98195,"(47.6562474, -122.3092754)"
University of Washington Drama Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Room 145 Hutchinson Hall Seattle WA 98195,"(47.654194, -122.300385)"
University of Washington East Asia Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,"322 Gowen Hall, Seattle WA 98195","(47.6563251, -122.3076233)"
University of Washington Elisabeth C. Miller Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,3501 Northeast 41st Street Seattle WA 98105,"(47.658408, -122.290305)"
University of Washington Engineering Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Engineering Building West Stevens Way NE Seattle WA 98195,"(47.654649, -122.304544)"
University of Washington Foster Business Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Paccar Hall West Stevens Way NE Seattle WA 98195,"(47.659126, -122.308582)"
University of Washington Gallagher Law Library,(206) 543-4089,www.lib.law.washington.edu/,68000,University District,Other,Education,2003,O,2003,,1899,3,0,0,Y,500,Y,3,Y,I don't know.,N,,I don't know.,,5,,,,,,,0,"University of Washington Box 353025 Seattle, WA 98195","(47.656206, -122.312972)"
University of Washington Glenn Hughes Penthouse Theatre,(206) 543-5140,www.depts.washington.edu/uwdrama/performances/venues.shtml,3000,University District,,Performance,1938,Other,1939,0,1937,0,1,160,N,0,Partial,,Y,N,N,,N,,5,,,,,,,0,17th Avenue NE and NE 45th St Seattle WA 98145,"(47.658765, -122.3178929)"
University of Washington Health Sciences Library,(206) 543-3390,www.hsl.uw.edu,10000,University District,Other,Multi-use,1940,O,1940,,1940,0,,,N,0,Partial,,Y,Y,N,,N,,5,,,,,,,0,1959 NE Pacific St Room T-334 Seattle WA 98195,"(47.649921, -122.306355)"
University of Washington Husky Union Building,(206) 543-8191,www.hub.washington.edu,262000,University District,Other,Multi-use,2012,Other,2012,,1949,1,1,392,N,0,Y,0,N,Y,N,,N,,5,,,,,,,0,4001 West Stevens Way NE Seattle WA 98195,"(47.652168, -122.306648)"
University of Washington Hutchison Hall,(206) 543-5140,www.depts.washington.edu/uwdrama/performances/venues.shtml,52000,Universtiy District,,Performance,1938,Other,1927,0,1937,0,3,200,N,0,Partial,,Y,N,N,,N,,5,,,,,,,0,NE Pacific St Seattle WA 98195,"(47.6536581, -122.3168679)"
University of Washington Intellectual House,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4249 Whitman Court (E Stevens Way and Whitman Court NE),"(47.6581986, -122.3042543)"
University of Washington Jacob Lawrence Gallery,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Art Building Room 132 West Stevens Way NE Seattle WA 98105,"(47.6585722, -122.3065403)"
University of Washington Jones Playhouse,(206)543-4880,www.depts.washington.edu/uwdrama/performances/venues.shtml,8000,University District,,Performance,1938,Other,1930,0,1937,0,1,180,N,0,Partial,,Y,N,N,,N,,5,,,,,,,0,4045 University Way NE Seattle WA 98105,"(47.6566657, -122.3135544)"
University of Washington Kane Walker-Ames Room,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,,0,4069 Spokane Ln Seattle WA 98105,"(47.65663, -122.309154)"
University of Washington Mary Gates Hall,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Seattle WA 98195,"(47.657048, -122.305271)"
University of Washington Mathematics Research Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Padelford Hall University of Washington Seattle WA 98195,"(47.656969, -122.304421)"
University of Washington Meany Hall,(206) 543-4880,www.artsuw.org,58026,University District,Government,Performance,1974,O,1974,,1861,1,2,1495,Y,2562,Y,900,N,Y,Y,,Y,,5,,,,,,,0,"4140 George Washington Ln NE, Seattle, WA 98105","(47.655709, -122.310569)"
University of Washington Music Library,(206) 543-1168,www.lib.washington.edu/music,1800,University District,Other,Music,1950,O,1950,,1950,0,0,,N,,Partial,0,N,N,N,,N,,4,,,,,,,0,113 Music Building University of Washington Seattle WA 98195,"(47.657714, -122.305882)"
University of Washington Odegard Undergraduate Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4060 George Washington Lane NE Seattle WA 98195,"(47.656479, -122.311352)"
University of Washington Physics Astronomy Reading Room (CLOSED),,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,1,3910 15th Ave NE Seattle WA 98105,"(47.65408, -122.312135)"
University of Washington Q Center,(206) 897-1430,www.qcenter.washington.edu,1100,University District,Y,Arts/Cultural Training or Education,2012,Other,1949,,2004,2,0,0,N,0,Y,0,N,Y,N,,N,,5,,,,,,,0,"HUB 315, University of Washington, Seattle, WA 98195","(47.650349, -122.307216)"
University of Washington Samuel E. Kelly Ethnic Cultural Center,(206) 543-4635,www.depts.washington.edu/ecc,25000,University District,,Performance,2011,Other,2012,0,1970,1,1,161,N,0,Y,0,Y,Y,N,,N,,5,,,,,,,0,3931 Brooklyn Ave NE Seattle WA 98105,"(47.65492433, -122.3145764)"
University of Washington School of Music & Brechemin Auditorium,(206) 543-1201,www.music.washington.edu,71904,University District,Government,Arts/Cultural Training or Education,1950,O,1950,,,1,1,220,N,,Partial,0,N,N,N,,N,,5,,,,,,,0,"University of Washington School of Music
  Music Building
  Box 353450
  Seattle WA 98195","(47.655335, -122.30352)"
University of Washington Social Work Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4101 15th Avenue NE Seattle WA 98105,"(47.656967, -122.312055)"
University of Washington Suzzallo Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4000 15th Avenue NE Seattle WA 98105,"(47.6722229, -122.3118912)"
Urban Artworks in Inscape,(206) 292-4142,www.urbanartworks.org,,International District,Y,Arts/Cultural Training or Education,2012,R,1932,2017,1995,5,0,0,N,0,Y,0,N,Y,N,,Y,,4,,,,,,,0,815 Seattle Blvd S B7 Seattle WA 98134,"(47.59511695, -122.3270859)"
Urban Light Studios,(206) 708-7281,http://urbanlightstudios.com/,4000,Greenwood,N,Studios,2008,R,1922,2017,2008,0,0,,Y,1500,Y,0,,Y,N,,N,,5,,,,,,,0,8537 Greenwood Ave N Seattle WA 98103,"(47.691631, -122.355713)"
Urban Wilderness Project,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Urban Work Lofts,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,918 S Horton St Seattle WA 98134,"(47.57419, -122.321154)"
Vachon Gallery,(206) 296-2340,www.seattleu.edu/artsci/departments/fine-arts/venues/vachon,2000,First Hill,Y,Performance,2008,O,1910,0,2008,0,0,0,Y,,Y,,N,Y,Y,,N,,5,,,,,,,0,1000 E. Madison St Seattle WA 98122,"(47.61205715, -122.3191481)"
Van Asselt Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,2820 S Myrtle St Seattle WA 98108,"(47.539444, -122.294067)"
Velocity Dance Center,(206) 325-8773,www.velocitydancecenter.org,5000,Capitol Hill,Y,Performance,2010,R,,2018,1995,2,1,98,N,0,Y,0,Y,Y,N,,Y,,5,,,,,,,0,1621 12th Ave Seattle WA 98122,"(47.6156632, -122.3171739)"
Venue Ballard,(206) 789-3335,www.venueballard.com,2000,Ballard,N,Visual,2005,R,2005,2018,2005,0,0,0,Y,1800,Y,0,Y,Y,N,,N,,5,,,,,,,0,5408 22nd Ave NW Seattle WA 98107,"(47.667813, -122.384795)"
Vermillion Gallery,(206) 709-9797,www.vermillionseattle.com,2100,Capitol Hill,N,Visual,2008,R,1906,2016,2008,0,0,0,Y,600,Y,0,Y,N,Y,,N,,4,,,,,,,0,1508 11th Ave Seattle WA 98122,"(47.6144145, -122.3179029)"
Veronica Mt Baker Lofts,,,,,,Live/Work,,,,,,,,,,,,,,,,,,,,,,,,,,0,"2915 Rainer Avenue South, Suite 12B Seattle WA 98144","(47.577168, -122.297668)"
Versatile Arts,(866) 887-5256,www.versatilearts.net,3000,Greenwood,N,Studios,2008,R,,2017,2007,1,0,0,N,0,Partial,0,Y,Y,N,,N,,4,,,,,,,0,7601 Greenwood Ave N Suite 103 Seattle WA 98103,"(47.6841406, -122.3555094)"
Vespertine Noise,206 923-8409,vespertinenoise.org,1600,Columbia City,Y,Music,2015,R,1906,2016,2015,0,0,0,N,,N,0,N,N,N,,N,,2,,,,,,,0,4904 Rainer Ave S Seattle WA 98118,"(47.557722, -122.284917)"
Vetri Glass Gallery,(206) 667-9608,www.vetriglass.com,1500,Downtown,N,Visual,2004,O,1950,2017,2004,1,0,0,Y,1500,Y,0,Y,N,N,,N,,4,,,,,,,0,1404 1st Ave Seattle WA 98101,"(47.6081315, -122.3390359)"
Victory Studios,(206) 282-1776,www.victorystudios.com,26000,Interbay,N,Multi-use,1990,O,1965,,1978,1,1,125,N,,Y,40,Y,Y,N,,N,,5,,,,,,,0,2247 15th Ave W Seattle WA 98119,"(47.6402468, -122.3766398)"
Vietnamese Friendship Association,206-760-1573,vfaseattle.org,1300,Columbia City,Y,Arts/Cultural Administration or Advocacy,2014,R,2007,2021,1978,1,0,0,N,,N,0,Y,N,N,,"We have been, but are not currently.",,4,,,,,,,0,3829B South Edmunds Street Seattle WA 98118,"(47.558494, -122.284164)"
Vignettes Gallery at El Capitan Apartments,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,1617 Yale Ave Seattle WA 98122,"(47.615807, -122.328384)"
Vito's,(206) 397-4053,www.vitosseattle.com,4000,First Hill,N,Music,2010,R,1902,2028,1953,0,0,100,N,0,Y,0,Y,N,Y,,N,,5,,,,,,,0,"927 9th Ave Seattle, WA 98104","(47.607943, -122.326933)"
Vocalist Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Voda Studios,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,1050 W Nickerson St Seattle WA 98119,"(47.654404, -122.370996)"
Volunteer Park Ampitheater,(206) 684-4080,www.seattle.gov/parks/parkspaces/volpark.htm,400,Capitol Hill,,Performance,,O,,0,,0,1,,N,0,,50,,Y,N,,N,,5,,,,,,,0,1247 15th Ave E Seattle WA 98112,"(47.6320524, -122.3127683)"
WA State Holocaust Ed Center,(206) 774-2201,www.wsherc.org,6000,Downtown,Y,Multi-use,,O,2006,0,1989,1,0,0,,,Y,0,Y,N,,,Y,,5,,,,,,,0,2031 3rd Ave Seattle WA 98121,"(47.6128253, -122.3422256)"
Wall of Sound,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1205 E Pike St #1C Seattle WA 98122,"(47.613922, -122.316429)"
WaMu Theater,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000 Occidental Ave S Seattle WA 98134,"(47.593601, -122.3334874)"
Washington Ensemble Theatre (CLOSED),(206) 325-5105,www.washingtonensemble.org,800,Capitol Hill,Y,Performance,2003,R,,,2003,0,1,49,Y,,N,0,Y,Y,Y,,Y,,4,,,,,,2014-07-31T00:00:00,1,608 19th Ave E Seattle WA 98112,"(47.6247086, -122.307185)"
Washington Hall,(206) 316-7613,www.washingtonhall.org,7000,Central District,Y,Multi-use,2009,O,1908,0,1973,0,1,349,N,0,N,20,Y,Y,Y,,Y,,5,,,,,,,0,153 14th Ave Seattle WA 98122,"(47.60284, -122.3145874)"
Washington Lawyers for the Arts,(206) 328-7053,www.thewla.org,200,Downtown,Y,Arts/Cultural Administration or Advocacy,2011,Other,1985,,1976,2,0,,N,,Y,0,N,N,Y,,N,,3,,,,,,,0,701 5th Ave. Suite 4100 Seattle WA 98104,"(47.604548, -122.329935)"
Washington Park Arboretum and Madison Park Graham Visitors Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,2300 Arboretum Drive E Seattle WA 98112,"(47.638016, -122.294137)"
Washington State Arts Alliance,,,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,1204 Minor Ave Seattle WA 98101,"(47.6115947, -122.3252001)"
Washington State Convention & Trade Center Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,800 Convention Place Second Floor Seattle WA 98101,"(47.611415, -122.331472)"
West of Lenin,(206) 352-1777,www.westoflenin.com,3400,Fremont,N,Performance,2011,O,1962,0,2011,1,2,0,Y,590,Partial,3,Y,Y,N,,N,,5,,,,,,,0,203 N 36th St Seattle WA 98103,"(47.6524012, -122.3563132)"
West Seattle Art Nest,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4138 California Ave SW Seattle WA 98116,"(47.56538, -122.386383)"
West Seattle Fabric Company,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,"3400 Harbor Ave SW #106 Seattle, WA 98126","(47.572735, -122.37043)"
Wikstrom Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,5411 Meridian Ave. N. Seattle WA 98103,"(47.6683879, -122.3339953)"
Wilder Sound Studios,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,3429 Airport Way S Seattle WA 98134,"(47.5728531, -122.3231882)"
Windows Art Gallery,(206) 632-7332,www.windowsart.com,800,Wallingford,N,Multi-use,1989,O,1920,,1989,0,0,0,Y,600,Partial,0,Y,Y,Y,,N,,4,,,,,,,0,4131 Woodland Park Ave N Seattle WA 98103,"(47.6575835, -122.344895)"
Wing Luke Museum,(206) 623-5124,www.wingluke.org,58000,International District,Y,Visual,2007,O,1910,0,1967,2,1,59,Y,1090,Y,0,Y,N,N,,Y,,5,,,,,,,0,719 S King St Seattle WA 98104,"(47.59823, -122.32286)"
Winston Wachter Fine Art,(206) 652-5855,www.winstonwachter.com,4500,South Lake Union,N,Visual,1999,O,,,1994,1,0,0,Y,4000,Y,6,Y,N,N,,N,,5,,,,,,,0,203 Dexter Ave N Seattle WA 98109,"(47.61989555, -122.3427626)"
Woodcraft of Seattle,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,5963 Corson Ave. S Seattle WA 98108,"(47.548363, -122.321178)"
Woodland Park United Methodist,(206) 784-6969,www.woodlandparkumc.org,1200,Greenwood,Y,Multi-use,1950,O,1950,,1900,1,1,90,Y,300,Y,30,Y,Y,N,,N,,3,,,,,,,0,302 N 78th St Seattle WA 98103,"(47.685528, -122.355046)"
Woodland Park Zoo and Stage,(206) 548-2500,www.zoo.org,4007000,Green Lake,Y,Education,1899,Other,1899,0,1965,0,1,0,Y,0,Y,754,Y,Y,Y,,N,,5,,,,,,,0,601 N 59th St Seattle WA 98103,"(47.6684204, -122.350826)"
Woodside/Braseth Gallery,(206) 622-7243,www.woodsidebrasethgallery.com,4200,South Lake Union,N,Visual,2003,R,1920,2014,1959,4,0,0,Y,4200,,0,Y,N,N,,N,,1,,,,,,,0,2101 9th Ave Seattle WA 98121,"(47.6171641, -122.3374413)"
WordsWest Literary Series,(206) 930-1276,http://wordswestliterary.weebly.com,1500,West Seattle,O,Literary,2014,Other,1918,,2014,0,1,,Y,1000,,0,Y,N,Y,,N,,5,,,,,,,0,PO BOX 16035 Seattle WA 98116,
Works Progress,(206) 466-1624,www.worksprogressseattle.com,1200,Greenwood,N,Live/Work,2012,R,1968,2017,2012,1,0,0,Y,600,N,7,Y,Y,N,,N,,1,,,,,,,0,115 N 85th St #202 Seattle WA 98103,"(47.6903817, -122.3573889)"
World Beads,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,98 Virginia St Seattle WA 98101,"(47.610974, -122.34275)"
World Beads Capitol Hill,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,233 Broadway E Seattle WA 98102,"(47.62033, -122.320908)"
Youngstown Cultural Arts Center,(206) 935-2999,www.youngstownarts.org,18035,West Seattle,Y,Multi-use,2005,O,1917,0,2006,0,2,200,Y,1800,Y,54,Y,Y,N,,Y,,5,,,,,,,0,4408 Delridge Way SW Seattle WA 98106,"(47.56357765, -122.3630304)"
Zanadu Comics,(206) 443-1316,www.zanaducomics.com,2400,Downtown,N,Literary,1996,R,1930,2018,1976,2,0,,N,0,N,0,Y,N,N,,N,,3,,,,,,,0,1923 3rd Ave Seattle WA 98101-1104,"(47.6688694, -122.3126674)"
Zions Gate Records,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1100 E Pike St Seattle WA 98122,"(47.61426, -122.317856)"
Pivot Art + Culture,,www.pivotartandculture.org,,,,Visual,2015,R,,,,,,,Y,,,,Y,,,,,,,,,,,,2017-08-11T00:00:00,1,609 Westlake Ave N,
91.3 KBCS,(425) 564-2427,www.kbcs.fm,4000,,Government,Studios,1973,R,1960,,1973,2,0,,N,,Partial,5,N,N,N,,,Y,4,,White,,,,,0,3000 Landerholm Circle SE Bellevue WA 98007,"(47.586185, -122.146767)"
a cappella Joy,(425) 821-5758,www.ajoysings.org,1800,,Y,Music,2004,R,1980,,1964,2,0,,N,,Y,50,Y,Y,N,,,I don't know.,5,,White,,,,,0,18232 190th Place NE Woodinville WA 98077,"(47.759857, -122.083465)"
Al Studio Fine Art Classes,(425) 908-9908,www.artclasskirkland.com,400,,N,Arts/Cultural Training or Education,2011,R,1960,,2011,0,0,,N,,I don't know.,10,Y,I don't know.,N,,,N,2,,Asian or Pacific Islander,,,,,0,9624 NE 130th Pl Kirkland WA 98034,"(47.717168, -122.211933)"
Allegro Performing Arts Academy,(253) 813-9630,www.allegrodance.com,12000,,N,Studios,2014,Other,1962,,1962,3,0,,N,,Y,60,Y,Y,N,,,N,5,,White,,,,,0,222 Central Ave S  Kent WA 98032,"(47.38041, -122.230128)"
American Legion Post #79,(425) 396-6100,www.americanlegion.com,2000,,Y,Multi-use,1928,O,1902,,1929,0,0,,N,,Y,0,Y,Y,N,,,P,4,,White,,,,,0,38625 SE River St Snoqualmie WA 98065,"(47.526685, -121.825582)"
Ananda Mela Festival,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,Redmond City Hall 15670 NE 85th St Redmond WA 98052,"(47.67913, -122.130887)"
Aria Ballroom,(425) 867-0777,www.AriaBallroom.com,5000,,N,Performance,2012,R,1970,,2012,0,0,,N,,Partial,50,Y,N,N,,,N,5,,Two or more races,,,,,0,15300 NE 95th Street Redmond WA 98052,"(47.685386, -122.134724)"
Aria Dance Company,(253) 924-0621,www.ninthavenuedance.com/aria.html,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,33639 9th Ave S Federal Way WA 98003,"(47.30033499, -122.3230844)"
ARPAN Performing Arts,(425) 898-8040,www.arpanarts.org,600,,Other,Visual,2006,O,1996,,2006,0,0,,N,,I don't know.,10,I don't know.,Y,N,,,N,5,,Asian or Pacific Islander,,,,,0,24311 NE 80th St Redmond WA 98053,"(47.674103, -122.014626)"
Art Gallery of Sno-Valley,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,8130 Railroad Avenue Snoqualmie WA 98065,"(47.527703, -121.824409)"
Art Maniac Studio,(206) 499 5783,www.artmaniacstudio.com,1100,,N,Arts/Cultural Training or Education,2013,R,1990,,2013,0,0,,N,,I don't know.,10,N,I don't know.,N,,,I don't know.,4,,No single race is more than 50% of our audience.,,,,,0,13457 Southeast 27th Place Bellevue WA 98005,"(47.586108, -122.16022)"
ARTEAST,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,95 Front Street North Issaquah WA 98027,"(47.531253, -122.036813)"
Arts Alive!,(360) 802-6787,www.plateauartsalive.org,1884,,Y,Arts/Cultural Training or Education,2005,R,1960,2018,1984,3,0,,Y,1104,Y,150,Y,Y,N,,,Y,5,,White,,,,,0,1429 Cole Street Enumclaw WA 98022,"(47.202478, -121.990505)"
"Arts for Hearts, Inc.",(425) 985-2503,www.artsforhearts.com,600,,Y,Arts/Cultural Training or Education,2006,O,1964,,2006,0,0,,N,,I don't know.,10,Y,N,Y,,,Y,5,,White,,,,,0,22843 SE 21st Street Sammamish WA 98075,"(47.590492, -122.033646)"
Arts for Life,(425) 679-6362,,200,,Y,Music,2012,O,1979,,2012,0,0,,N,,N,1,N,N,N,,,Y,4,,Two or more races,,,,,0,5101 Somerset Dr. SE Bellevue WA 98006,"(47.556995, -122.161709)"
Arts of Kenmore,(425) 481-7199,www.artsofkenmore.org,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,P.O. Box 82767 Kenmore WA 98028-0767,
Artspawn Studios,(425) 466-7800,www.artspawn.org,3500,,N,Studios,2000,O,1950,,2000,0,0,,N,,Partial,20,N,Y,N,,,N,5,,No single race is more than 50% of our audience.,,,,,0,13931 Bear Creek Rd Woodinville WA 98077,"(47.7255, -122.078441)"
At the Ridge Theatre,(253) 653-2626,www.attheridgetheatre.com,14000,,Y,Performance,2005,Other,2003,,2000,3,1,450,N,,Y,500,N,Y,N,,,P,4,,Two or more races,,,,,0,16321 SE 254th St Covington WA 98042,"(47.37413735, -122.1232671)"
Auburn Performing Arts Center/Auburn Riverside Theatre,(253) 931-4827,www.auburn.wednet.edu/PerformingArts/PerformingArts.html,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,915 4th St NE Auburn WA 98002,"(47.31112338, -122.2181147)"
Auburn Symphony Orchestra,(253) 887-7777,www.auburnsymphony.org,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,2 Auburn Way N  98002 Auburn WA 98071,"(47.307745, -122.2255)"
Auburn Valley Creative Arts,(206) 940-7144,www.auburnvalleycreativearts.com,400,,Y,Arts/Cultural Training or Education,2014,R,1950,,2010,2,0,,Y,400,I don't know.,200,N,N,N,,,I don't know.,4,,White,,,,,0,222 E. Main St. Ste. F Auburn WA 98071,"(47.307239, -122.227022)"
Avellino Building/Mercer Island Visual Arts League Gallery,(206) 619-6276,www.MIVAL.org,840,,Y,Visual,2009,R,2004,,1969,1,0,,Y,600,Partial,1,N,N,N,,,N,3,,White,,,,,0,2936 78th Ave SE Mercer Island WA 98040,"(47.584118, -122.233629)"
Friends of Eastside Arts,(425) 450-3810,www.meydenbauer.com,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,11100 NE 6th St. Bellevue WA 98004,"(47.6154166, -122.1951555)"
Backstage Dance Studio,(425)747-5070,www.backstagedance.org,12000,,N,Performance,1999,R,1999,,1982,2,0,,N,,Y,35,I don't know.,Y,N,,,N,2,,No single race is more than 50% of our audience.,,,,,0,13420 SE 32nd St Bellevue WA 98005,"(47.582783, -122.160581)"
Ballet Bellevue,(425) 455-1345,www.balletbellevue.org,2100,,Y,Arts/Cultural Training or Education,1967,R,1967,2015,1964,1,0,,Y,1000,N,12,Y,Y,Y,,,Y,1,,No single race is more than 50% of our audience.,,,,,0,204  100th Ave. NE Bellevue WA 98004,"(47.612134, -122.206502)"
Bastyr University,(425) 602-3003,www.Bastyr.edu,187000,,Y,Arts/Cultural Training or Education,1996,O,1958,,1978,3,2,750,N,0,Y,700,N,Y,N,,,N,5,,White,,,,,0,14500 Juanita DR NE Kenmore WA 98028,"(47.7540232, -122.2499217)"
"Bear Creek Studio and Music Production, Inc",,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,6313 Maltby Road Woodinville WA 98072,"(47.805356, -122.148902)"
Bellevue Art Studio,(425) 577-1638,www.bellevueartstudio.com ,800,,Other,Visual,2007,R,1970,,2005,4,0,,N,,I don't know.,2,N,N,N,,,N,3,,Asian or Pacific Islander,,,,,0,13256 NE 20th St. #14 Bellevue WA 98005,"(47.628964, -122.162031)"
Bellevue Arts Museum,(425) 519-0770,www.bellevuearts.org,36000,,Y,Arts/Cultural Training or Education,2000,O,2000,,1975,4,2,300,Y,13000,Y,75,Y,Y,N,,,Y,5,,White,,,,,0,510 Bellevue Way NE Bellevue WA 98004,"(47.61478934, -122.2015344)"
Bellevue Botanical Garden,(425) 452-2750,www.bellevuebotanical.org,5000,,Y,Heritage,2014,Other,2013,,1992,1,0,,N,,Y,75,Y,I don't know.,N,,,I don't know.,5,,,,,,,0,12001 Main Street Bellevue WA 98005,"(47.609617, -122.179433)"
Bellevue Chamber Chorus,(425) 881-0445,www.BellevueChamberChorus.net,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,P.O. Box 1714 Bellevue WA 98009-1714,
